StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Intro,1_1,1_2,1_3,2_1,2_2,2_3,3_1,3_2,3_3,4_1,4_2,4_3,5_1,5_2,5_3,6_1,6_2,6_3,7_1,7_2,7_3,8_1,8_2,8_3,9_1,9_2,9_3,10_1,10_2,10_3,11_1,11_2,11_3,12_1,12_2,12_3
2022-05-25 01:11:46,2022-05-25 01:12:04,IP Address,87.140.40.133,13,18,False,2022-05-28 01:12:08,R_1LjtxtBdVZNAdW4,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 02:23:36,2022-05-25 02:23:51,IP Address,99.9.106.253,13,15,False,2022-05-28 02:23:53,R_23dH7CLEx4t1tnW,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 02:20:33,2022-05-25 02:48:38,IP Address,89.24.44.72,13,1685,False,2022-05-28 02:48:44,R_2c2j7wLKIyysjdf,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed: Syndicate (2015),Assassin's Creed: Odyssey (2018)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 02:49:16,2022-05-25 02:50:11,IP Address,82.9.58.97,13,54,False,2022-05-28 02:50:11,R_wN5FRcb1WyC97Dr,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 04:12:32,2022-05-25 04:13:07,IP Address,14.137.21.254,13,35,False,2022-05-28 04:13:11,R_1NFj0v7KshB1epo,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 04:28:33,2022-05-25 04:29:19,IP Address,150.217.251.66,13,45,False,2022-05-28 04:29:25,R_2wNdAdoQ0gsR01U,,,,,,,anonymous,EN,Assassin's Creed II (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 04:38:37,2022-05-25 04:39:05,IP Address,109.88.132.3,13,27,False,2022-05-28 04:39:08,R_3NCCq7ShpAQQajK,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 04:49:40,2022-05-25 04:50:09,IP Address,60.230.3.171,13,28,False,2022-05-28 04:50:13,R_1rd0TAx4fYLOG4R,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 04:59:13,2022-05-25 05:00:27,IP Address,185.248.85.10,13,74,False,2022-05-28 05:00:29,R_qQ4Hm5vb2jaHEVH,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 05:31:52,2022-05-25 05:32:02,IP Address,85.56.72.247,13,10,False,2022-05-28 05:32:06,R_6hCweLf2jyEFK4p,,,,,,,anonymous,EN,Assassin's Creed IV: Black Flag (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 05:51:18,2022-05-25 05:51:29,IP Address,98.196.249.75,13,11,False,2022-05-28 05:51:31,R_DBGQrJ3baxYt6I9,,,,,,,anonymous,EN,Assassin's Creed IV: Black Flag (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 06:03:42,2022-05-25 06:03:51,IP Address,72.74.31.249,13,8,False,2022-05-28 06:03:54,R_06CdrB7RvYgh0pX,,,,,,,anonymous,EN,Assassin's Creed: Origins (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 06:11:08,2022-05-25 06:11:25,IP Address,103.203.229.22,13,16,False,2022-05-28 06:11:29,R_31SnCii1HND0kbS,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 06:24:30,2022-05-25 06:24:50,IP Address,203.211.109.248,13,19,False,2022-05-28 06:24:58,R_1F9uth5ZvxtYYsW,,,,,,,anonymous,EN,"Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 07:25:07,2022-05-25 07:25:45,IP Address,116.203.230.8,13,38,False,2022-05-28 07:25:47,R_2fcSnE2HelOooRR,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 07:44:16,2022-05-25 07:44:37,IP Address,75.89.113.36,13,20,False,2022-05-28 07:44:40,R_1IsjRLJHVOkw6co,,,,,,,anonymous,EN,"Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 07:50:55,2022-05-25 07:51:31,IP Address,5.173.22.87,13,36,False,2022-05-28 07:51:35,R_3PFUO0p9QqDLs1A,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Odyssey (2018)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 08:10:43,2022-05-25 08:11:12,IP Address,79.168.73.198,13,29,False,2022-05-28 08:11:16,R_8As4NWCCNElND7H,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 08:25:56,2022-05-25 08:26:18,IP Address,184.175.28.68,13,21,False,2022-05-28 08:26:24,R_1kSQ5g7h6BK1mUI,,,,,,,anonymous,EN,Assassin's Creed III (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 08:44:38,2022-05-25 08:45:34,IP Address,81.135.129.123,13,55,False,2022-05-28 08:45:40,R_un8z0Y3XR7ItNFn,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 08:53:52,2022-05-25 08:53:56,IP Address,37.201.86.15,13,4,False,2022-05-28 08:54:01,R_2a8YXzuMEopXgdt,,,,,,,anonymous,EN,Assassin's Creed: Unity (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 09:06:16,2022-05-25 09:06:33,IP Address,90.254.145.170,13,16,False,2022-05-28 09:06:38,R_3FLm3ODZp2Cd59L,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 09:31:46,2022-05-25 09:32:06,IP Address,187.26.206.70,13,19,False,2022-05-28 09:32:09,R_1cTwN4RY3azruuz,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 09:34:53,2022-05-25 09:35:06,IP Address,172.58.223.44,13,13,False,2022-05-28 09:35:08,R_1pmalH682Y077nN,,,,,,,anonymous,EN,"Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Origins (2017)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 09:47:37,2022-05-25 09:48:15,IP Address,64.83.140.3,13,38,False,2022-05-28 09:48:21,R_2CkMPjaBzYUl7xu,,,,,,,anonymous,EN,"Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 09:59:38,2022-05-25 09:59:59,IP Address,86.3.83.120,13,21,False,2022-05-28 10:00:01,R_24BNYdx6N7ipLzs,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-28 09:57:05,2022-05-28 10:04:26,IP Address,172.58.168.203,100,440,True,2022-05-28 10:04:26,R_1op7BAlZxZcwst2,,,,,28.6344,-81.6221,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",7,5,6,7,8,8,7,9,8,8,7,8,5,5,5,9,8,9,,,,6,7,7,,,,7,7,7,8,7,7,7,7,7
2022-05-25 10:34:57,2022-05-25 10:35:11,IP Address,70.75.164.40,13,14,False,2022-05-28 10:35:14,R_cU92sRTyYj9g7Id,,,,,,,anonymous,EN,Assassin's Creed: Odyssey (2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 10:42:50,2022-05-25 10:43:31,IP Address,165.225.17.176,13,40,False,2022-05-28 10:43:33,R_2E0FIuRXAyShIt2,,,,,,,anonymous,EN,"Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 11:46:27,2022-05-25 11:46:45,IP Address,208.175.129.135,13,18,False,2022-05-28 11:46:55,R_32YfulnVRRQxbIo,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 12:02:34,2022-05-25 12:02:50,IP Address,92.119.18.67,13,15,False,2022-05-28 12:04:25,R_1CrmWAlVWpp13xs,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 12:57:57,2022-05-25 12:58:20,IP Address,173.172.3.110,13,22,False,2022-05-28 12:58:21,R_22Jtp5o4Et9kXXg,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 14:03:51,2022-05-25 14:04:25,IP Address,176.230.181.34,13,34,False,2022-05-28 14:04:30,R_1Q5AGJZX5OGyBuO,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 14:28:31,2022-05-25 14:28:44,IP Address,99.249.88.167,13,12,False,2022-05-28 14:28:47,R_W68QgtiOOolHorv,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 16:16:31,2022-05-25 16:16:50,IP Address,86.128.23.3,13,19,False,2022-05-28 16:16:57,R_2ByUnaUzF7ylr1g,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-28 20:18:43,2022-05-28 20:19:02,IP Address,173.171.66.175,100,19,True,2022-05-28 20:19:02,R_3nSoIzTvZpv4YPi,,,,,27.9785,-82.7827,anonymous,EN,Assassin's Creed: Origins (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,9,,,,,,
2022-05-28 20:19:35,2022-05-28 20:20:05,Spam,173.171.66.175,100,30,True,2022-05-28 20:20:06,R_1dM134ZC08OrI45,,,,,27.9785,-82.7827,anonymous,EN,Assassin's Creed: Origins (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,9,,,,,,
2022-05-25 21:34:24,2022-05-25 21:34:37,IP Address,73.176.243.75,13,13,False,2022-05-28 21:34:45,R_2AQqIRcuQtdVncb,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed: Unity (2014),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 22:28:58,2022-05-25 22:29:48,IP Address,24.178.246.189,13,49,False,2022-05-28 22:29:50,R_29p2O7UVfaA1DZl,,,,,,,anonymous,EN,Assassin's Creed II (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 23:33:40,2022-05-25 23:33:52,IP Address,173.49.228.101,13,11,False,2022-05-28 23:33:53,R_2cwpWAeQelTlItn,,,,,,,anonymous,EN,"Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26 00:08:12,2022-05-26 00:08:33,IP Address,45.73.14.30,13,20,False,2022-05-29 00:08:33,R_2ZPmvhjkiBuBouV,,,,,,,anonymous,EN,"Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-29 00:35:36,2022-05-29 00:37:07,IP Address,73.8.221.78,100,91,True,2022-05-29 00:37:07,R_2fHSjrQRvNKdbra,,,,,41.7057,-88.1946,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013)",10,7,9,9,9,9,10,10,10,8,6,7,8,6,7,8,10,9,,,,,,,,,,,,,,,,,,
2022-05-26 02:13:02,2022-05-26 02:14:17,IP Address,84.234.169.85,13,74,False,2022-05-29 02:14:25,R_yL9Db3lMI15lGCt,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26 02:27:52,2022-05-26 02:28:18,IP Address,2.243.21.109,13,25,False,2022-05-29 02:28:23,R_T6prvgIn4zxT3B7,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26 02:41:52,2022-05-26 02:42:07,IP Address,91.84.48.63,13,15,False,2022-05-29 02:42:13,R_3RxWV9AcjanOds0,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26 03:43:32,2022-05-26 03:44:29,IP Address,95.222.209.5,13,56,False,2022-05-29 03:44:30,R_W0QUKUwxbap5H5T,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26 11:00:48,2022-05-26 11:00:58,IP Address,46.210.9.57,13,9,False,2022-05-29 11:00:58,R_8lkULfnQFArzwYx,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-28 14:49:17,2022-05-28 14:49:34,IP Address,174.196.138.47,13,16,False,2022-05-31 14:49:38,R_Xq8hTB2hhBR3Mml,,,,,,,anonymous,EN,Assassin's Creed III (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-29 13:17:39,2022-05-29 13:17:50,IP Address,79.23.240.132,13,11,False,2022-05-31 17:49:44,R_Qg1XA6QzSYwSWfD,,,,,,,anonymous,EN,Assassin's Creed: Syndicate (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-29 00:10:20,2022-05-29 00:10:41,IP Address,68.119.25.83,13,20,False,2022-05-31 17:49:45,R_2VdMbv3IRBfYtnL,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014),Assassin's Creed: Origins (2017)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-30 06:50:04,2022-05-30 06:50:36,IP Address,80.195.213.89,13,31,False,2022-05-31 17:49:46,R_2wBQZf4LxQWQ6Z0,,,,,,,anonymous,EN,"Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
